code;name;id;registry_title;registry_title;email;phone;id2;url;pi_title;city;registry_sub_title;registry_name;id2;adress;zip_code;id3;country_code;continent;country_u;country
EUCRO10;Croatia;V;587;Croatian National Cancer Registry;;(385) 1 486 3280;(385) 1 486 3271;https://www.hzjz.hr/sluzba-epidemiologija-prevencija-nezaraznih-bolesti/odjel-za-maligne-bolesti/;NULL;Zagreb;Division for Epidemiology and Prevention of Noncommunicable Chronic Diseases;Croatian Institute of Public Health;;P.O. Box 684;Rockefellerova 7;;10 000;Europe;CROATIA;Croatia
EUCYP10;Cyprus;V;588;Cyprus Cancer Registry;cancer.registry@moh.gov.cy;35 722 605 624;35722605527;www.moh.gov.cy;2017/7: Dr. Pavlos Pavlou has retired fr the MOH in September 2016. Dr. Vasos Scoutellas is the new coordinator, Health Monitoring Unit;Nicosia;Heatlh Monitoring Unit;Ministry of Health;;;1 Prodromou Street & 17 Chilonos Street;;1448;Europe;CYPRUS;Cyprus
EUCZE10;Czech R;V;589;Czech National Cancer Registry;uzis@uzis.cz;(420) 2 2497 2708;(420) 2 2497 2647;http://www.svod.cz/;NULL;Prague;;Institute of Health Information and Statistics of the Czech Republic;;P.O. Box 60;Palackého nám. 4;;12801;Europe;CZECH_REPUBLIC;Czech Republic
EUCZEZD10;Czech R_Dig;V;593;Registry of Gastrointestinal Cancer;NULL;NULL;NULL;http://int4.lf1.cuni.cz/eng/ (?);NULL;Prague;NULL;First Medical Clinic;University Hospital;NULL;Vlasska 36;NULL;NULL;Europe;CZECH_REPUBLIC;Czech Republic
EUDEN10;Denmark;V;594;Danish Cancer Registry;shkr@sundhedsdata.dk;(45) 3268 33664;(45) 3268 3868;www.sundhedsdatastyrelsen.dk;NULL;Copenhagen;Health Documentation;Danish Health Data Authority;;;Ørestads Boulevard 5;;DK-2300;Europe;DENMARK;Denmark
EUDEN11;ANCR;V;595;Association of Nordic Cancer Registries (ANCR);NULL;(45) 3525 7000;(45) 3525 7706;NULL;NULL;Copenhagen;NORD CAN;Dept. of Cancer Prevention & Documentation;Danish Cancer Society;NULL;Strandboulevarden 49;NULL;2100;Europe;DENMARK;Denmark
EUEST10;Estonia;V;597;Estonian Cancer Registry;margit.magi@tai.ee;(372) 6 593 830;(372) 6 593 901;http://www.tai.ee/et/tegevused/registrid/vahiregister;NULL;Tallinn;;National Institute for Health Development;;;Hiiu 42;;11619;Europe;ESTONIA;Estonia
EUFIN10;Finland;V;598;Cancer Society of Finland / Finnish Cancer Registry;;(358) 9 135 331;;www.cancerregistry.fi;;;;;;;;;;Europe;;
EUFRA22;France_P_Solid;V;602;National Registry of Solid tumour of children;rntse@inserm.fr;;;;;;;;;;;;;Europe;;
EUFRACAL;Calvados;V;609;Calvados General Cancer Registry;;(33) 2 31 45 52 45;(33) 2 31 45 86 32;;NULL;Caen;U1086 INSERM UCN;Centre François Baclesse;;B.P. 5026;Avenue du Général Harris;;14021;Europe;FRANCE;France
EUFRADOU;Doubs;V;610;Doubs Cancer Registry;registre-cancers@chu-besancon.fr;(33) 3 81 21 83 10;(33) 3 81 21 83 11;www.chu-besancon.fr/registretumeursdoubs;NULL;Besançon;;CHRU Besançon;;;3 Bd Fleming;;25030;Europe;FRANCE;France
EUFRAESS;Essonne;V;611;Essonne Cancer Registry;NULL;(33) 1 64 90 88 88;(33) 1 64 90 76 10;NULL;NULL;Briis sous Forges;NULL;CMC de Bligny;NULL;B.P. 14;NULL;NULL;91640;Europe;FRANCE;France
EUFRAGIR;Gironde;V;612;Gironde Cancer Registry;NULL;(33) 5 57 57 95 31;(33) 5 57 57 47 84;http://etudes.isped.u-bordeaux2.fr/registres-cancers-aquitaine/Rg/R_Accueil.aspx;francoise.colombani@isped.u-bordeaux2.fr on maternity leave;Bordeaux;Université de Bordeaux;ISPED;NULL;NULL;146 rue Léo Saignat;NULL;33076;Europe;FRANCE;France
EUFRAHER;Herault;V;613;Herault Cancer Registry;registre-tumeur@wanadoo.fr;(33) 4 67 41 34 17 / 67 61 31 24;(33) 4 67 63 42 26;www.registre-tumeurs-herault.fr;NULL;Montpellier;;;;;Bâtiment Recherche - Parc Euromédecine;208 rue des Apothicaires;34298;Europe;FRANCE;France
EUFRAISE;Isere;V;615;Isere Cancer Registry;NULL;(33) 4 76 90 87 50 / 76 10;(33) 4 76 41 87 00;NULL;NULL;Grenoble;NULL;CHU - Pavillon E;NULL;B.P. 217;NULL;NULL;38043;Europe;FRANCE;France
EUFRALIM;Limousin;V;616;Limousin Cancer Registry;registre.cancer@chu-limoges.fr;33 555 056 173;33 555 058 721;http://www.registre-cancer-limousin.fr/;NULL;Limoges;;Hopital Dupuytren, CHU de Limoges;;;2, Avenue Martin Luther King ;;87042;Europe;FRANCE;France
EUFRALOI;Loire;V;617;Loire-Atlantique/Vendée Cancer Registry;registre4485@chu-nantes.fr;(33) 2 40 84 69 81;(33) 2 40 84 69 82;http://www.santepaysdelaloire.com/registre-des-cancers/;Merged with EUFRAVEN in January 2000, IS membership files 2012;Nantes;NULL;EPIC-PL;CHU NANTES;NULL;50 route de Saint-Sébastien;NULL;44093;Europe;FRANCE;France
EUFRAMAN;Manche;V;618;Manche Cancer Registry;secretariat.registre-des-cancers@ch-cotentin.fr;(33) 2 33 20 76 96;(33) 2 33 20 76 22;registrecancermanche.org;NULL;Cherbourg;MANCHE;Centre Hospitalier Public du Cotentin;;B.P. 208;46, rue du Val de Saire;;50102;Europe;FRANCE;France
EUFRARBA;Bas-Rhin;V;620;Bas-Rhin Cancer Registry;epidemio@unistra.fr;(33) 3 68 85 31 95;(33) 3 68 85 31 89;http://epidemio.unistra.fr/;NULL;Strasbourg;Laboratoire d’Épidémiologie et de Santé Publique;Université de Strasbourg;Faculté de Médecine;;4 rue Kirschleger;;67085;Europe;FRANCE;France
EUFRARHA;Haut-Rhin;V;621;Haut-Rhin Cancer Registry;arer68@ghrmsa.fr;(33) 3 89 64 62 51;(33) 3 89 64 62 52;http://www.arer68.org;NULL;Mulhouse;;ARER 68;;B.P. 1070;87 Avenue D Altkirch;;68051;Europe;FRANCE;France
EUFRASOM;Somme;V;622;Somme Cancer Registry;registre.80@chu-amiens.fr;(33) 3 22 66 82 26;(33) 3 22 66 82 25;http://www.chu-amiens.fr/chercheurs/le-registre-du-cancer-de-la-somme/;NULL;Amiens;NULL;CHU Amiens;AREREP;NULL;Bâtiment de Santé publique, 1er étage;place Victor Pauchet;80054;Europe;FRANCE;France
EUFRATAR;Tarn;V;623;Tarn Cancer Registry;registre81@orange.fr;(33) 5 63 47 59 51;;http://oncomip.org/fr/epidemiologie-registre-cancers-tarn.html;NULL;Albi;;;;B.P. 37;;;81001;Europe;FRANCE;France
EUFRAZDBUR;Burgundy_Dig;V;626;Burgundy Digestive Cancer Registry;anne-marie.bouvier@u-bourgogne.fr;(33) 3 80 39 33 38;(33) 3 80 66 82 51;;NULL;Dijon;;;;;7 boulevard Jeanne d'Arc;;21079;Europe;FRANCE;France
EUFRAZDCAL;Calvados_Dig;V;627;Calvados Registry of Digestive Tumours;NULL;(33) 2 31 06 51 20;(33) 2 31 53 08 52;NULL;NULL;Caen;Cancers et Populations ER13 INSERM;Faculté de Médecine;NULL;NULL;Avenue Côte de Nacre;NULL;14032;Europe;FRANCE;France
EUFRAZFCOT;Cote dOr_Fem;V;631;Côte d'Or Breast and Gynaecologic Cancer Registry;parveux@cgfl.fr;(33) 3 80 73 75 11;(33) 3 45 34 81 29;;NULL;Dijon;Unité de Recherche en Epidémiologie et Qualité de Vie;Centre Georges-François Leclerc;;;1, rue Pr Marion;;21000;Europe;FRANCE;France
EUFRAZHCOT;Cote dOr_HP;V;632;Cote d'Or Hemopathy Registry;NULL;(33) 3 80 39 34 14;(33) 3 80 29 33 93;NULL;NULL;Dijon;Equipe d'Accueil 4184;;;;;;;Europe;;
"INSERM/INVS/INCa""";Faculté de Médecine;;B.P. 87900;7 boulevard Jeanne d'Arc;;21079;Europe;FRANCE;France;;;;;;;;;Europe;;
EUGER11;GEKID;V;638;Association of German Cancer Registries;NULL;4,95E+11;4,95E+11;www.gekid.de;NULL;Lübeck;Institute of Cancer Epidemiology;;;;Ratzeburger Allee 160;;23562;Europe;GERMANY;Germany
EUGER12;Center for CR Data;V;968;German Center for Cancer Registry Data;krebsdaten@rki.de;49-30-187543170;49-30-187543342;www.krebsdaten.de;NULL;Berlin;;Robert Koch-Institute;;;General-Pape-Str. 64;;D-12101;Europe;GERMANY;Germany
EUGER20;Germany_P;V;640;German Childhood Cancer Registry (GCCR);info@kinderkrebsregister.de;(49) 6131 17 3111;(49) 6131 17 4462;www.kinderkrebsregister.de;NULL;Mainz;;Institute for Medical Biostatistics, Epidemiology and Informatics (IMBEI);University Medical Center Mainz, Germany;NULL;;;55101;Europe;GERMANY;Germany
EUGERBAD;Baden-Württemberg;V;644;Cancer Registry of Baden-Württemberg;ekr-bw@dkfz.de;-430392;;www.krebsregister-bw.de;New registry, built up in steps since 2009, only since October 2011 all physicians are obligated to register all cancer sites. IACR voting membership confirmed 2017;Heidelberg;;Deutsches Krebsforschungszentrum (DKFZ) Heidelberg;;;Im Neuenheimer Feld 581;;D-69120;Europe;GERMANY;Germany
EUGERBAV;Bavaria;V;645;Cancer Registry Bavaria;zkfr@lgl.bayern.de;(49) 9131 6808 2920;(49) 9131 6808 2905;www.krebsregister-bayern.de;NULL;Nuremberg;;Bayerisches Landesamt für Gesundheit und Lebensmittelsicherheit;;;Schweinauer Hauptstr. 80;;90441;Europe;GERMANY;Germany
EUGERBAY;Munich;V;646;Munich Cancer Registry;tumor@ibe.med.uni-muenchen.de;(49) 89 4400 7 4489 / 4752;(49) 89 4400 7 4753;www.tumorregister-muenchen.de/en;NULL;Munich;Klinikum Grosshadern;Ludwig Maximilian University of Munich (LMU);;;Marchioninistr. 15;;81377;Europe;GERMANY;Germany
EUGERBBE;Berlin;V;647;Common Cancer Registry of the Federal States Berlin, Brandenburg, Mecklenburg-Vorpommern, Sachsen-Anhalt and the Free States Saxony and Thuringia;registerstelle@gkr.berlin.de;(49) 30 565 81 410;(49) 30 565 81 444;http://www.statistik-berlin-brandenburg.de/;NULL;Berlin;Office of Registration;Common Cancer Registry;NULL;NULL;Brodauer Str. 16/22;NULL;12621;Europe;GERMANY;Germany
EUGERBRE;Bremen;V;650;Bremen Cancer Registry;krebsregister@leibniz-bips.de;(49) 421 218 56961;(49) 421 218 56941;www.krebsregister.bremen.de/en_index.php, www.bips.uni-bremen.de;NULL;Bremen;;Leibniz-Institute for Prevention Research and Epidemiology - BIPS GmbH;;;Achterstraße 30;;28359;Europe;GERMANY;Germany
EUGERHAM;Hamburg;V;654;Hamburg Cancer Registry;HamburgischesKrebsregister@bgv.hamburg.de;(49) 40 428 37 2211;(49) 40 427 31 0094;www.hamburg.de/krebsregister/;NULL;Hamburg;NULL;NULL;NULL;NULL;Billstraße 80;NULL;20539;Europe;GERMANY;Germany
EUGERRHP;Rhine-Pfalz;V;657;Cancer Registry of Rhineland-Palatinate;info@krebsregister-rlp.de;(49) 6131 97175-0;(49) 6131 97175-90;http://www.krebsregister-rheinland-pfalz.de/;NULL;Mainz;;;;;Große Bleiche 46;;55116;Europe;GERMANY;Germany
EUGERRNW;NRW;V;658;Cancer Registry North Rhine-Westphalia;info@krebsregister.nrw.de;(49) 251 8358571;(49) 251 8358577;www.krebsregister.nrw.de/;NULL;Münster;;Landeskrebsregister NRW gGmbH;;;Johann-Krane-Weg 27;;48149;Europe;GERMANY;Germany
EUGERSAA;Saarland;V;659;Saarland Cancer Registry;NULL;496 815 015 805;496 815 015 998;www.krebsregister.saarland.de;NULL;Saarbrücken;NULL;Krebsregister Saarland;NULL;NULL;Präsident Baltz-Straße 5;NULL;66119;Europe;GERMANY;Germany
EUGERSAL;L Saxony;V;661;Epidemiological Cancer Registry of Lower Saxony;registerstelle@krebsregister-niedersachsen.de;(49) 4 41 3610 56 0;(49) 4 41 3610 56 10;www.krebsregister-niedersachsen.de/;NULL;Oldenburg;Registerstelle;Offis Care GmbH;;;Industriestr. 9;;26121;Europe;GERMANY;Germany
EUGERSCH;Schleswig-Holstein;V;662;Schleswig-Holstein Cancer Registry;info@krebsregister-sh.de;(49) 451 500 52101;(49) 451 500 52104;www.krebsregister-sh.de/;NULL;Lübeck;;Institut für Krebsepidemiologie e.V.;;;Ratzeburger Allee 160;Haus 50;23538;Europe;GERMANY;Germany
EUGIB10;Gibraltar;V;663;Gibraltar Cancer Registry;Rachelle.Asquez@gha.gi;(350) 2007 9160;(350) 2005 9942;NULL;Dr Vijay Kumar- 30th September 2018 as the Director (retired) msg: Asquez, Rachelle;Gibraltar;NULL;Gibraltar Health Authority;St Bernard's Hospital;NULL;NULL;NULL;GX11 1AA;Europe;GIBRALTAR;Gibraltar
EUGRECRE;Crete;V;666;Cancer Registry of Crete;NULL;(30) 81 394613 / 394623;(30) 81 394606;NULL;NULL;Heraklion;Department of Social Medecine;University of Crete School of Health Sciences;NULL;P.O. Box 1393;Stavrakia;NULL;71200;Europe;GREECE;Greece
EUHUN10;Hungary;V;667;National Cancer Registry of Hungary;kenessey.istvan@oncol.hu;(36) 1 2248600/1450;;http://www.onkol.hu/hu/rakregiszter-statisztika;solyom.olimpia@oncol.hu - invalid email;;;;;;;;;Europe;;
EUHUN20;Hungary_P;V;668;Hungarian Childhood Cancer Registry;miklos.garami@gmail.com;;;;;;;;;;;;;Europe;;
Secretary;" Hungarian Pediatric Oncology Network""";Budapest;2nd Department of Pediatrics,;;;;;;;;;;;;;;;Europe;;
"Semmelweis University""";NULL;Magyar Gyermekonkológiai Hálózat;;Tüzoltó u. 7-9.;;1094;Europe;HUNGARY;Hungary;;;;;;;;;Europe;;
EUHUNVAS;Vas;V;670;Vas County Registry;NULL;(36) 95 11503;NULL;NULL;NULL;Szombathely;NULL;"Hospital ""Maarkusovsky""";NULL;NULL;Semmelweis u.2;NULL;9700;Europe;HUNGARY;Hungary
EUICE10;Iceland;V;671;Icelandic Cancer Registry;;(354) 540 1900;Fax number: (354) 540 1910;www.krabbameinsskra.is/indexen.jsp?id=b;NULL;Reykjavik;;;;P.O. Box 5420;Skógarhlíd 8;;125;Europe;ICELAND;Iceland
EUIRL10;Ireland;V;672;National Cancer Registry Ireland;  m.ocallaghan@ncri.ie  ;(353) 21 431 8014;(353) 21 431 8016;www.ncri.ie;NULL;Cork;Building 6800;;;;Cork Airport Business Park;Kinsale Road;;Europe;IRELAND;Ireland
EUITA11;AIRTUM;V;673;Italian Association of Cancer Registries (AIRTUM);segreteria.airtum@inferenze.it;;;;;;;;;;;;;Europe;;
EUITA3P;Piedmont_P;V;676;Childhood Cancer Registry of Piedmont;emanuela.ciliberto@unito.it;(39) 0116706500 / (39) 0116334306;(39) 0116334661;https://www.registri-tumori.it/cms/;Covers population of EUITABIE, EUITATUR;Turin;Centro di riferimento per l''epidemiologia e la prevenzione oncologica in Piemonte;SCDU Epidemiologia dei tumori;;;via Santena 7;;10126;Europe;ITALY;Italy
EUITAAOS;Vallee d’Aosta;V;678;Aosta Valley Cancer Registry;registrotumori@ausl.vda.it;(39) 0165 774626;;;Joannie: no trace of this registry, but of the Registro Tumori per il Piemonte e la Valle d'Aosta in Torino;Aosta;Dipartimento di Prevenzione;AUSL Valle d''Aosta;;;Loc. Amérique, 7/L ;;11020;Europe;ITALY;Italy
EUITABER;Bergamo;V;1282;Bergamo Cancer Registry;registro.tumori@ats-bg.it;39035385190;39035385245;http://www.ats-bg.it/servizi/Menu/dinamica.aspx?idSezione=16861&idArea=47370&idCat=36852&ID=36852&TipoElemento=categoria;IACR membership - Voting 2016;Bergamo;Epidemology Unit;Agency for Health Protection, Bergamo;;;Via Gallicciolli 4;;24121;Europe;ITALY;Italy
EUITABIE;Biella;V;679;Piedmont Cancer Registry, Province of Biella;stefano.rosso@cpo.it;39-011-6333701;39-011-6333576;www.cpo.it;Covered also by EUITA3P;Turin;Registro Tumori Piemonte;AOU Città della Salute e della Scienza di Torino;;;via Cavour 31;;10123;Europe;ITALY;Italy
EUITABRE;Brescia;V;680;Cancer Registry of Brescia;registrotumori@ats-brescia.it;(39) 030 3839334/8040/8009;;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20della%20ATS%20Brescia;NULL;Brescia;Regione Lombardia - ATS di Brescia;UO Epidemiologia;Registro Tumori;;Via Duca degli Abruzzi n. 15;;25124;Europe;ITALY;Italy
EUITACAI;Catania;V;682;Integrated Cancer Registry of Catania-Messina-Siracusa-Enna;segreteria@registrotumoriintegrato.it;390 953 782 110;390 953 782 110;http://www.registro-tumori-integrato.it/;Applied for the IACR membership in March 2011 - associate mbsh awarded 14/11/11;Catania;Azienda Ospedaliero-Universitaria Policlinico Vittorio Emanuele, Catania;;;;;;;Europe;;
;;;;;;;;;;;;;;;;;;Europe;;
;;;;Via Santa Sofia;" 87""";;95123;Europe;ITALY;Italy;;;;;;;;Europe;;
EUITACAT;Catanzaro;V;683;Catanzaro Cancer Registry;epidemiologia@libero.it;(39)3299195639;(39) 0961 7033503;;www.registrotumoricatanzaro.it - website does not work (23/10/2018);Catanzaro;Unit Epidemiology;Azienda Sanitaria Provinciale;;;Via ACRI 24;Via Vinicio Cortese 25;88100;Europe;ITALY;Italy
EUITAEMI;Emilia;V;685;Reggio Emilia Cancer Registry;lucia.mangone@ausl.re.it;+39.0522.335303;+39.0522.335460;https://www.registri-tumori.it/cms/registri-tumori/Registro%20Tumori%20Reggiano;annamaria.pezzarossi@ausl.re.it;Reggio Emilia;Servizio di Epidemiologia;Azienda USL-IRCCS di Reggio Emilia;NULL;NULL;Via Amendola 2;NULL;42122;Europe;ITALY;Italy
EUITAFER;Ferrara;V;686;Ferrara Province Cancer Registry;frs@unife.it,  rtm@unife.it;(39) 0532 455513;(39) 0532 235375;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20della%20Romagna%20-%20Sede%20di%20Ferrara;NULL;Ferrara;Dipartimento Sanità Pubblica;Azienda USL Ferrara;;;c.so Giovecca 203;;44121;Europe;ITALY;Italy
EUITAFVG;FVG;V;687;Friuli Venezia Giulia Cancer Registry;serrainod@cro.it;390 434 659 354;390 434 659 231;http://www.cro.sanita.fvg.it/it/azienda_informa/registro_tumori.html;dr D Serraino;;;;;;;;;Europe;;
Director;;;;;;;;;;;;;;;;;;Europe;;
"Friuli Venezia Giulia Cancer registry""";Aviano;Cancer Epidemiology unit;IRCCS Centro Riferimento Oncologico;;;Via Franco Gallini 2;;33081;Europe;ITALY;Italy;;;;;;;Europe;;
EUITAGEN;Genova;V;688;Liguria Region Tumor Registry;;(39) 010 5558502;(39) 010-5558302;www.registri-tumori.it/cms/?q=RTLiguria;NULL;Genoa;SC Epidemiologia Clinica;AOU S.Martino -IST Istituto nazionale per la ricerca sul cancro;;;Largo R. Benzi, 10;;16132;Europe;ITALY;Italy
EUITAJON;Jonico;V;689;Puglia Cancer Registry;registrotumoripuglia@arespuglia.it;(39) 0805555039;(39) 0805555008;;"Italian name updated to ""Registro Tumori della Regione Puglia"" on April 30 by request of the registry. (SDK)";Bari;U.O.C. Statistica ed Epidemiologia;Istituto Tumori Giovanni Paolo II;;;Viale Orazio Flacco, 65;;70124;Europe;ITALY;Italy
EUITALAT;Latina;V;690;Latina Province Cancer Registry;registrotumori@ausl.latina.it;(39) 0773 6556889;(39) 0773 6556894;www.registri-tumori.it/cms/?q=RTLatina;NULL;Latina;Azienda USL Latina Dipartimento di Prevenzione;Registro Tumori  Latina;;;viale Le Corbusier snc;;4100;Europe;ITALY;Italy
EUITALEC;Lecco;V;691;Lecco Cancer Registry;uo.epid@ats-brianza.it;;390 341 482 521;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20ATS%20della%20Brianza;Has become Monza & Brianza CR - see EUITAMON;Lecco;Department Programmation, Purchase and Control;Unit of Epidemiology and Programmation;ASL della Provincia di Lecco;;Corso Carlo Alberto 120;;23800;Europe;ITALY;Italy
EUITAMAC;Macerata;V;693;Macerata Province Tumor Registry;NULL;(39) 0737 402403;(39) 0737 402403;www.registri-tumori.it/cms/?q=RTMacerata;Covered also by EUITA3M;Camerino (MC);Scuola di Scienze Mediche Veterinarie;Università di Camerino;;;Via Gentile III da Varano;;62032;Europe;ITALY;Italy
EUITAMIL;Milan;V;695;Cancer Registry of Metropolitan Area of Milan;Registro.Tumori@ats-milano.it;(39) 02 85 78 21 00;(39) 02 85 78 21 28;https://www.registri-tumori.it/cms/registri-tumori/Registro%20Tumori%20ATS%20della%20Citt%C3%A0%20Metropolitana%20di%20Milano;NULL;Milan;Epidemiology Unit;Agency for Health Protection of Metropolitan Area of Milan;;;Corso Italia 19;;20122;Europe;ITALY;Italy
EUITAMOD;Modena;V;696;Tumour Registry of Modena;rtmodena@ausl.mo.it;;;http://www.ausl.mo.it/dsp/rtmodena;NULL;Modena;;Azienda USL Modena;;;Strada martiniana 21;;41126;Europe;ITALY;Italy
EUITAMON;Monza e Brianza;V;1288;Brianza Cancer Registry;uo.epid@ats-brianza.it;392 384 068;NULL;www.ats-brianza.it;Started 2012;;;;;;;;;Europe;;
EUITANAP;Naples;V;697;Naples South Cancer Registry;registrotumori@aslnapoli3sud.it;;;;;;;;;;;;;Europe;;
EUITANUO;Nuoro;V;699;Nuoro Cancer Registry;epiprosal.nuoro@atssardegna.it;390 784 240 843;390 784 240 741;http://www.aslnuoro.it/;NULL;Nuoro;Servizio Igiene e Sanita'' Pubblica;ATS SARDEGNA/ASSL Nuoro;;;Via Trieste 80;;8100;Europe;ITALY;Italy
EUITAPAL;Palermo;V;700;Palermo Province Cancer Registry (PPCR);registrotumoripalermo@unipa.it;(39) 91 6553 687;(39) 91 6553 631;http://portale.unipa.it/Registro-Tumori-di-Palermo-e-Provincia-00002/;NULL;Palermo;Department of Sciences for the Health Promotion;Palermo University Hospital;Palermo District Health Agency;NULL;Via del Vespro 133;NULL;90127;Europe;ITALY;Italy
EUITAPAR;Parma;V;701;Parma Cancer Registry;NULL;NULL;(39) 0521 995448;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20di%20Parma;NULL;Parma;Azienda Ospedaliera di Parma, Divisione di Oncologia;NULL;NULL;NULL;NULL;NULL;43100;Europe;ITALY;Italy
EUITARAG;Ragusa;V;702;Ragusa Cancer Registry extended to Caltanissetta Province;rosario.tumino@asp.rg.it;(39) 0932 600545; ;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20ASP%20Ragusa%20esteso%20alla%20provincia%20di%20Caltanisetta;NULL;Ragusa;Dipartimento di  prevenzione medica;Azienda Sanitaria Provinciale (ASP) Ragusa;(IPA: a_088;;;;;Europe;;
EUITAROM;Romagna;V;703;Romagna Tumor Registry;rtromagna@irst.emr.it;;;;;;;;;;;;;Europe;;
EUITASAL;Salerno;V;704;Salerno ASL Tumor Registry;registrotumori@aslsalerno.it;(39) 081 9212056;(39) 081 9212056;www.aslsalerno.it;NULL;Nocera Inferiore;;;;;Via Federico Ricco n. 50;;84014;Europe;ITALY;Italy
EUITASAS;Sassari;V;705;Cancer Registry of Sassari;rosaria.cesaraccio@atssardegna.it;(39) 079 206 2446;;https://www.registri-tumori.it/cms/;NULL;Sassari;Servizio epidemiologia;Assl Sassari- ATS Sardegna;;;Via Rizzeddu 21;;7100;Europe;ITALY;Italy
EUITASIR;Siracusa;V;706;Syracuse Province Cancer Registry;rtp@asp.sr.it;(39) 0931 484341;(39) 0931 484383;https://www.registri-tumori.it/cms/;NULL;Siracusa;Registro Territoriale di Patologia;ASP di Siracusa;;;Corso Gelone, 17;;96100;Europe;ITALY;Italy
EUITASON;Sondrio;V;707;Sondrio Cancer Registry;ac.fanetti@ats-montagna.it;(39) 342 555882;(39) 342 555859;www.ats-montagna.it/registro_tumori/;NULL;Sondrio;NULL;Agenzia di tutela della salute della montagna;Dipartimento Programmazione Acquisto e Controllo- Osservatorio Epidemiologico;NULL;via Nazario Sauro, 38;NULL;23100;Europe;ITALY;Italy
EUITATRA;Trani;V;708;Trani City Tumor Registry;enzo.coviello@alice.it;(39) 0883 483311;NULL;NULL;New CR: Provincia Barletta Andria Trani, enzo.coviello@alice.it;Trani;Presidio Ospedaliero di Trani;A.U.S.L. BA/2;NULL;NULL;NULL;NULL;70059;Europe;ITALY;Italy
EUITATRP;Trapani;V;710;Trapani Cancer Registry;registro.tumori@asptrapani.it;;+039  0923/26363;https://www.registri-tumori.it/cms/;IACR Membership 2017 approved. Email did not work (SA 25/02/2014);Trapani;UOSD Registro Tumori, Dipartimento di Prevenzione;;;;via Amm. Staiti 95;;91100;Europe;ITALY;Italy
EUITATUR;Turin;V;711;Piedmont Cancer Registry;silvia.patriarca@cpo.it;390 116 333 968;390 116 333 576;https://www.cpo.it;;;;;;;;;;;;
10236 Torino ;;;;;;;;;;;;;;;;;;;;
Italy ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Azienda Ospedaliero Universitaria;;;;;;;;;;;;;;;;;;;;
San Giovanni Battista di Torino;;;;;;;;;;;;;;;;;;;;
Corso Bramante 88;;;;;;;;;;;;;;;;;;;;
"10126 Torino""";Turin;Registro Tumori Piemonte;AOU Città della Salute e della Scienza di Torino;;10123;Via Cavour 31;;10123;Europe;ITALY;Italy;;;;;;;;;
EUITATUS;Tuscany;V;712;Tuscany Region Tumor Registry;ispro@postacert.toscana.it;(39) 055 7972508;(39) 055 7972535;http://www.ispro.toscana.it:8282/rtrt/index.html;Dr Paci has retired from the registry;;;;;;;;;;;
ISPO - Via Cosimo il Vecchio 2 - ;;;;;;;;;;;;;;;;;;;;
50139 Florence ;;;;;;;;;;;;;;;;;;;;
Since 1985: Florence and Prato Provinces;;;;;;;;;;;;;;;;;;;;
"Since 2006 Tuscany Region""";Firenze;Istituto per lo studio e la prevenzione oncologica VAT number 05872050488;NULL;;;Via Cosimo il Vecchio, n. 2;;50139;Europe;ITALY;Italy;;;;;;;;;
EUITAUMB;Umbria;V;714;Umbrian Cancer Registry;fabrizio.stracci@unipg.it;390 755 858 033;390 755 858 420;http://www.rtup.unipg.it;NULL;Perugia;Dipartimento di Medicina Sperimentale;Università degli Studi di Perugia;sez. Sanità Pubblica;;Piazzale Lucio Severi, 1  ;Edificio D, Piano 0;6132;Europe;ITALY;Italy
EUITAVAR;Varese;V;715;Lombardy Cancer Registry, Varese Province;;(39) 02 2390 3538;(39) 02 2390 2762;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20dell%27ATS%20dell%27Insubria;KV: Dr Giovanna Tagliabue (giovanna.tagliabue@istitutotumori.mi.it) new Director of the Lombardy Cancer Registry as of 01 Aug. 2013;Milan;Dipartimento di medicina predittiva e della prevenzione;SSD Registro Tumori;Fondazione IRCCS Istituto Nazionale Tumori;;Via Venezian 1;;20133;Europe;ITALY;Italy
EUITAVEN;Veneto;V;716;Veneto Tumor Registry;registro.tumori@azero.veneto.it;498778130;(39) 049 8778147;www.registrotumoriveneto.it;New Director: Prof. Massimo Rugge;Padova;Registro Tumori del Veneto;SER – Azienda Zero;;;Via Jacopo Avanzo, 35;;35132;Europe;ITALY;Italy
EULAT10;Latvia;V;721;Latvian Cancer Registry;;+371 67 387665;37 167 387 663;http://spkc.gov.lv;NULL;Riga;Registers Supervision Unit;The Centre for Disease Prevention and Control;;;Duntes street 22;;LV-1005;Europe;LATVIA;Latvia
EULIT10;Lithuania;V;722;Lithuanian Cancer Registry;registry@nvi.lt;(370) 5 219 0927;;http://www.nvi.lt/index.php?-1413089819;NULL;Vilnius;Cancer registry;National Cancer Institute;;;P.Baublio g. 3B;;LT-08406;Europe;LITHUANIA;Lithuania
