name;membership;reg_link;name;url;city;department;continent;country_u;country
FVG;V;687;Friuli Venezia Giulia Cancer Registry;http://www.cro.sanita.fvg.it/it/azienda_informa/registro_tumori.html;Aviano;Cancer Epidemiology unit;Europe;ITALY;Italy
Genova;V;688;Liguria Region Tumor Registry;www.registri-tumori.it/cms/?q=RTLiguria;Genoa;SC Epidemiologia Clinica;Europe;ITALY;Italy
Jonico;V;689;Puglia Cancer Registry;;Bari;U.O.C. Statistica ed Epidemiologia;Europe;ITALY;Italy
Latina;V;690;Latina Province Cancer Registry;www.registri-tumori.it/cms/?q=RTLatina;Latina;Azienda USL Latina Dipartimento di Prevenzione;Europe;ITALY;Italy
Lecco;V;691;Lecco Cancer Registry;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20ATS%20della%20Brianza;Lecco;Department Programmation, Purchase and Control;Europe;ITALY;Italy
Lombardy South;U;692;Cancer Registry of South Lombardy;;Lodi;Medicina Preventiva nelle Comunità;Europe;ITALY;Italy
Lodi;U;1443;Lodi;NULL;NULL;NULL;Europe;ITALY;Italy
Pavia;U;1444;Cancer Registry of the Province of Pavia;Italy Lombardy Pavia;PAVIA;"Epidemiology Monitoring Unit
Public Health Agency of Pavia ";Europe;ITALY;Italy
Macerata;V;693;Macerata Province Tumor Registry;www.registri-tumori.it/cms/?q=RTMacerata;Camerino (MC);Scuola di Scienze Mediche Veterinarie;Europe;ITALY;Italy
Mantova;N;694;Mantova Cancer Registry;NULL;Mantova;NULL;Europe;ITALY;Italy
Milano;V;695;Cancer Registry of Metropolitan Area of Milan;https://www.registri-tumori.it/cms/registri-tumori/Registro%20Tumori%20ATS%20della%20Citt%C3%A0%20Metropolitana%20di%20Milano;Milan;Epidemiology Unit;Europe;ITALY;Italy
Modena;V;696;Tumour Registry of Modena;http://www.ausl.mo.it/dsp/rtmodena;Modena;;Europe;ITALY;Italy
Monza e Brianza;V;1288;Brianza Cancer Registry;www.ats-brianza.it;Monza;Servizio Epidemiologia, Dip. Programmazione, Acquisto e Controllo;Europe;ITALY;Italy
Naples Centre;U;1490;Naples Centre Cancer Registry;NULL;Naples;NULL;Europe;ITALY;Italy
Naples North;U;1491;Naples North Cancer Registry;NULL;Casavatore;NULL;Europe;ITALY;Italy
Naples;V;697;Naples South Cancer Registry;www.registrotumorinapoli3sud.it;Brusciano;Department of Preventive Medicine - Cancer Registry Unit;Europe;ITALY;Italy
NE Italy;N;698;North East Italy Cancer Surveillance Network (NEICSN);NULL;Aviano (PN);Division of Epidemiology and Biostatistics;Europe;ITALY;Italy
Nuoro;V;699;Nuoro Cancer Registry;http://www.aslnuoro.it/;Nuoro;Servizio Igiene e Sanita'' Pubblica;Europe;ITALY;Italy
Palermo;V;700;Palermo Province Cancer Registry (PPCR);http://portale.unipa.it/Registro-Tumori-di-Palermo-e-Provincia-00002/;Palermo;Department of Sciences for the Health Promotion;Europe;ITALY;Italy
Parma;V;701;Parma Cancer Registry;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20di%20Parma;Parma;Azienda Ospedaliera di Parma, Divisione di Oncologia;Europe;ITALY;Italy
Piacenza;U;1283;Piacenza Cancer Registry;NULL;Piacenza;"Unità Operativa Complessa di Epidemiologia
e Comunicazione del Rischio";Europe;ITALY;Italy
Ragusa;V;702;Ragusa Cancer Registry extended to Caltanissetta Province;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20ASP%20Ragusa%20esteso%20alla%20provincia%20di%20Caltanisetta;Ragusa;Dipartimento di  prevenzione medica;Europe;ITALY;Italy
Romagna;V;703;Romagna Tumor Registry;https://www.registri-tumori.it/cms/registri-tumori/Registro%20Tumori%20della%20Romagna-Imola-Ferrara;Meldola (FC);;Europe;ITALY;Italy
Salerno;V;704;Salerno ASL Tumor Registry;www.aslsalerno.it;Nocera Inferiore;;Europe;ITALY;Italy
Sassari;V;705;Cancer Registry of Sassari;https://www.registri-tumori.it/cms/;Sassari;Servizio epidemiologia;Europe;ITALY;Italy
Siracusa;V;706;Syracuse Province Cancer Registry;https://www.registri-tumori.it/cms/;Siracusa;Registro Territoriale di Patologia;Europe;ITALY;Italy
Sondrio;V;707;Sondrio Cancer Registry;www.ats-montagna.it/registro_tumori/;Sondrio;NULL;Europe;ITALY;Italy
Taranto;U;1286;Taranto Cancer Registry;https://www.sanita.puglia.it/web/csa/registro-tumori;Taranto;SC Statistica ed Epidemiologia - sezione Registro Tumori;Europe;ITALY;Italy
Trani;V;708;TraniTumor Registry;NULL;Bari;Presidio Ospedaliero di Trani;Europe;ITALY;Italy
Trento;N;709;Trento Cancer Registry;www.apss.tn.it;Trento;Epidemiology Department;Europe;ITALY;Italy
Trapani;V;710;Trapani Cancer Registry;https://www.registri-tumori.it/cms/;Trapani;UOSD Registro Tumori, Dipartimento di Prevenzione;Europe;ITALY;Italy
Turin;V;711;Piedmont Cancer Registry;https://www.cpo.it;Torino;Registro Tumori Piemonte;Europe;ITALY;Italy
Tuscany;V;712;Tuscany Region Tumor Registry;http://www.ispro.toscana.it:8282/rtrt/index.html;Firenze;Istituto per lo studio e la prevenzione oncologica VAT number 05872050488;Europe;ITALY;Italy
Tyrol;N;713;South Tyrol Cancer Registry;;Bolzano;Azienda Sanitaria dell''''''''Alto Adige;Europe;ITALY;Italy
Umbria;V;714;Umbrian Cancer Registry;http://www.rtup.unipg.it;Perugia;Dipartimento di Medicina Sperimentale;Europe;ITALY;Italy
Varese;V;715;Lombardy Cancer Registry, Varese Province;https://www.registri-tumori.it/cms/registri-tumori/Registro%20tumori%20dell%27ATS%20dell%27Insubria;Milan;Dipartimento di medicina predittiva e della prevenzione;Europe;ITALY;Italy
Veneto;V;716;Veneto Tumor Registry;www.registrotumoriveneto.it;Padova;Registro Tumori del Veneto;Europe;ITALY;Italy
Palermo_NS;N;717;Breast Cancer Registry Palermo;;Palermo;;Europe;ITALY;Italy
Modena_Dig;N;718;Modena Colorectal Tumor Registry;www.tumoricolorettali.unimore.it;Modena;Dipartimento di Medicine e Specialità Mediche;Europe;ITALY;Italy
Italy_HP;N;719;Italian Registry of Myelofibrosis with Myeloid Metaplasia (RIMM);www.myelofibrosis.net/inglese/ing_glob.htm;Pavia;Centro coordinatore del Registro Italiano della mielofibrosi;Europe;ITALY;Italy
Liguria_MT;N;720;Mesothelioma Registry of the Liguria Region;;Genoa;;Europe;ITALY;Italy
Latvia;V;721;Latvian Cancer Registry;http://spkc.gov.lv;Riga;Registers Supervision Unit;Europe;LATVIA;Latvia
Lithuania;V;722;Lithuanian Cancer Registry;http://www.nvi.lt/index.php?-1413089819;Vilnius;Cancer registry;Europe;LITHUANIA;Lithuania
Luxembourg;V;723;National Cancer Registry - Luxembourg;www.rnc.lu;Strassen;Department of Population Health;Europe;LUXEMBOURG;Luxembourg
Luxembourg;V;724;Morphologic tumour Registry in the Grand-Duchy of Luxembourg;www.cancer-registry.lu/html/index2.html;Dudelange;NULL;Europe;LUXEMBOURG;Luxembourg
Malta;V;725;Malta National Cancer Registry;https://deputyprimeminister.gov.mt/en/dhir/Pages/Registries/cancers.aspx;Pieta;Malta National Cancer Registry;Europe;MALTA;Malta
National Cancer Registry of Moldova;V;726;Cancer National Registry of the Oncological Institute;NULL;Chişinău;Cancer National Registry of the Oncological Institute;Europe;MOLDOVA;Moldova
Montenegro;N;962;Registry of Malignant Neoplasms of Montenegro ;www.ijzcg.me;Podgorica;Odjeljenje za epidemiologiju nezaraznih bolesti;Europe;MONTENEGRO;Montenegro
Montenegro;N;727;Clinical Center of Montenegro;NULL;Podgorica;Oncology Department;Europe;MONTENEGRO;Montenegro
Netherlands;V;728;Netherlands Cancer Registry;www.iknl.nl;Utrecht;Netherlands Comprehensive Cancer Organisation (IKNL);Europe;NETHERLANDS;Netherlands
Netherlands_P;V;964;Dutch Childhood Oncology Group (DCOG);NULL;Den Haag;NULL;Europe;NETHERLANDS;Netherlands
Amsterdam;I;729;Netherlands Cancer Institute - Amsterdam;NULL;Amsterdam;NULL;Europe;NETHERLANDS;Netherlands
Amsterdam;N;730;Comprehensive Cancer Center Netherlands;www.cancerregistry.nl;Amsterdam;locatie Amsterdam;Europe;NETHERLANDS;Netherlands
Nijmegen;N;731;Comprehensive Cancer Centre The Netherlands;www.ikcnet.nl/page.php?id=13;Nijmegen;;Europe;NETHERLANDS;Netherlands
Limburg;N;732;Comprehensive Cancer Centre Limburg (IKL);www.ikcnet.nl/page.php?id=10;Maastricht;;Europe;NETHERLANDS;Netherlands
Utrecht;N;733;Comprehensive Cancer Centre Middle-Nederlands (IKMN);www.ikcnet.nl/page.php?id=11;Utrecht;NULL;Europe;NETHERLANDS;Netherlands
NE Netherlands;N;734;Comprehensive Cancer Centre North-East Netherlands (IKNO);www.ikcnet.nl/page.php?id=279;Groningen;;Europe;NETHERLANDS;Netherlands
Rotterdam;N;735;Comprehensive Cancer Centre Rotterdam (IKR);www.ikcnet.nl/page.php?id=14;Rotterdam;NULL;Europe;NETHERLANDS;Netherlands
Eindhoven;N;736;Comprehensive Cancer Centre South;http://www.ikz.nl/page.php?id=97;Eindhoven;NULL;Europe;NETHERLANDS;Netherlands
W Netherlands;N;737;Comprehensive Cancer Centre West (IKW);www.ikcnet.nl/IKW/index.php;Leiden;NULL;Europe;NETHERLANDS;Netherlands
Netherlands_P_HP;V;738;Dutch Childhood Oncology Group (DCOG);;Den Haag;;Europe;NETHERLANDS;Netherlands
Netherlands_P_Rb;N;739;Dutch Retinoblastoma Registry;NULL;NULL;NULL;Europe;NETHERLANDS;Netherlands
Netherlands_MT;N;740;Dutch Mesothelioma Registry;NULL;Middelburg;NULL;Europe;NETHERLANDS;Netherlands
Norway;V;741;Cancer Registry of Norway;www.kreftregisteret.no/en/;Oslo;Kreftregisteret;Europe;NORWAY;Norway
Poland;V;742;Polish National Cancer Registry;http://onkologia.org.pl/;Warsaw;Department of Epidemiology;Europe;POLAND;Poland
Poland 4 registries;N;992;Kielce, Lower Silesia, Lublin, Rzeszow;NULL;NULL;NULL;Europe;POLAND;Poland
Bialystok;N;743;Bialystok Regional Cancer Registry;NULL;Bialystok;Dzial Organizacji i Nadzoru;Europe;POLAND;Poland
Cracow;V;744;Cracowand District Cancer Registry;;Kraków;Department Epidemiology;Europe;POLAND;Poland
Gdansk;N;745;Gdansk Cancer Registry;NULL;Gdansk;Wojewodzka Przychodnia Onkologiczna;Europe;POLAND;Poland
Kielce;V;746;Kielce Cancer Registry;https://www.onkol.kielce.pl/centrum/zaklad-epidemiologii-i-walki-z-rakiem;Kielce;Department of Epidemiology and Cancer Control;Europe;POLAND;Poland
L Silesia;V;747;Lower Silesian Cancer Registry;https://www.dco.com.pl/zedrn/;Wroclaw;;Europe;POLAND;Poland
Lublin;N;748;Lublin Regional Cancer Registry;http://www.rejestr.cozl.eu/;Lublin;Lubelski Rejestr Nowotworow;Europe;POLAND;Poland
Lubuski;N;749;Lubuski Regional Cancer Registry in Gorzowie Wielkopolskim;www.rejestr-gorzow.pl;Gorzow Wielkopolski;NULL;Europe;POLAND;Poland
Olsztyn;N;750;Olsztyn Regional Cancer Registry;;Olsztyn;"Zaklad Opieki Zdrowotnej 
Ministerstwa Spraw Wewnetrznych i Administracji ";Europe;POLAND;Poland
Opole;V;751;Opole Regional Cancer Registry;;Opole;;Europe;POLAND;Poland
Podkarpacki;N;752;Podkarpacki Cancer Registry;NULL;Rzeszów;Department of Epidemiology and Cancer Registry;Europe;POLAND;Poland
W Pomerania;N;753;West Pomeranian Cancer Registry;www.rejestr.szczecin.pl;Szczecin;;Europe;POLAND;Poland
Rzeszow;N;754;Rzeszow Regional Cancer Registry;http://www.szpital.rzeszow.pl/pco/podkarpacki_rejestr_nowotworow/;Rzeszów;;Europe;POLAND;Poland
Silesia;V;755;Regional Silesia Cancer Registry;NULL;Gliwice;NULL;Europe;POLAND;Poland
Warsaw;V;756;Warsaw Cancer Registry;www.wrrn.waw.pl;Warsaw;Independent Unit;Europe;POLAND;Poland
Wielkopolski;V;757;Greater Poland Cancer Registry;http://wco.pl/wrn/en/;Poznan;Department of Cancer Epidemiology and Prevention;Europe;POLAND;Poland
Gora;N;758;Zielona Gora Regional Cancer Registry ;NULL;Gorzow Wielkopolski;NULL;Europe;POLAND;Poland
Portugal;N;759;Childhood cancer registry;NULL;NULL;NULL;Europe;PORTUGAL;Portugal
Portugal 4 registries;N;993;AZO, COI, NOP & SOL for IICC3;NULL;NULL;NULL;Europe;PORTUGAL;Portugal
Azores;V;760;Azores Cancer Registry;http://www.azores.gov.pt/Portal/pt/entidades/srs-coa/textoImagem/Incidência_de_Cancro_nos_Acores.htm;Angra do Heroismo;;Europe;PORTUGAL;Portugal
Coimbra;V;761;Portugal Central Region Cancer Registry;http://www.rorcentro.com.pt/;Coimbra;;Europe;PORTUGAL;Portugal
Porto;V;762;North Region Cancer Registry of Portugal;www.roreno.com.pt;Porto;Servico de Epidemiologia;Europe;PORTUGAL;Portugal
Lisbon;V;763;Portugal South Region Cancer Registry;www.ror-sul.org.pt;Lisboa;Epidemiology And Cancer Registry;Europe;PORTUGAL;Portugal
Gaia;N;764;Vila Nova de Gaia Cancer Registry;;Vila Nova de Gaia;Registo Oncológico Populacional;Europe;PORTUGAL;Portugal
Romania;N;765;Romanian Cancer Registry;NULL;Bucharest;Bucharest Dept. of Epidemiology;Europe;ROMANIA;Romania
Bucharest_P;V;766;Bucharest Childhood Cancer Registry;NULL;Bucharest;;Europe;ROMANIA;Romania
Bihor;V;767;Bihor County Cancer Registry;NULL;Oradea;NULL;Europe;ROMANIA;Romania
Cluj;V;768;Cluj Regional Cancer Registry;http://www.iocn.ro;Cluj Napoca;Dept. of Epidemiology & Medical Biostatistics;Europe;ROMANIA;Romania
North East;U;1045;North East;NULL;Iasi;NULL;Europe;ROMANIA;Romania
North West;U;1051;North-Western Regional Cancer Registry;www.iocn.ro;Cluj-Napoca;Prevention and Cancer Control Department;Europe;ROMANIA;Romania
Timisoara;V;769;Timisoara Regional Cancer Registry;www.insp.gov.ro;Timisoara;Department of Health Promotion and Evaluation;Europe;ROMANIA;Romania
RUSSIA;V;1489;Russian State Cancer Registry;NULL;NULL;NULL;Europe;RUSSIA;Russia
MH;N;770;Ministry of Health of the Russian Federation;NULL;Moscow;Department of Biotherapy;Europe;RUSSIA;Russia
Chelyabinsk_P;N;959;Chelyabinsk childhood cancer registry;NULL;Chelyabinsk;Department of oncology and hematology;Europe;RUSSIA;Russia
Moscow_P;V;771;Childhood Cancer Registry of Moscow Region;;Moscow;"Institute of Management and Translational Medicine
";Europe;RUSSIA;Russia
Stavropol_P;N;772;Stavropol Childhood Cancer Registry;NULL;Stavropol;Department of Pediatric Surgery;Europe;RUSSIA;Russia
Russia 2 registries;N;994;CHE & SAM for IICC3;NULL;NULL;NULL;Europe;RUSSIA;Russia
Altai;V;773;Altai Territory Cancer Registry;NULL;Barnaul;Department of Altai;Europe;RUSSIA;Russia
Russia, Arkhangelsk;U;1295;Russia, Arkhangelsk region;;;Department of medical statistics;Europe;RUSSIA;Russia
Chelyabinsk;V;1299;Chelyabinsk Cancer Registry;;Chelyabinsk;Methodical and organizational department;Europe;RUSSIA;Russia
Karelia;V;1264;Population cancer registry of the Republic of Karelia;;Petrozavodsk;Republic of Karelia;Europe;RUSSIA;Russia
Krasnodar;U;1297;Russia Krasnodar region;NULL;NULL;NULL;Europe;RUSSIA;Russia
Pskov;U;1296;Russia, Pskov region;NULL;NULL;NULL;Europe;RUSSIA;Russia
Samara;V;1225;Samara Population Cancer Registry;http://samaraonko.ru/;Samara ;;Europe;RUSSIA;Russia
Smolensk;U;1298;Russia Smolensk region;NULL;NULL;NULL;Europe;RUSSIA;Russia
St Petersburg;V;774;St. Petersburg Population-Based Cancer Registry;www.spbmiac.ru;St. Petersburg;Shkapina str. 30, 198095, St.Petersburg;Europe;RUSSIA;Russia
San Marino;V;775;San Marino Cancer Registry;;Borgo Maggiore;Epidemiology Unit;Europe;SAN_MARINO;San Marino
C Serbia;V;776;Central Serbia Cancer Registry;www.batut.org.rs;Belgrade;Departement for prevention and control of non communicable  diseases, CANCER Registry Unit;Europe;SERBIA;Serbia
Vojvodina;V;777;Vojvodina Cancer Registry;www.onk.ns.ac.rs;Sremska Kamenica;Department of Epidemiology;Europe;SERBIA;Serbia
Slovakia;V;778;Slovak National Cancer Registry;www.nczisk.sk;Bratislava;NULL;Europe;SLOVAKIA;Slovakia
Slovakia_P;N;779;Slovak Clinical Cancer Registry of Children and Adolescents;;Bratislava;Department of Pediatric Hematology and Oncology;Europe;SLOVAKIA;Slovakia
Slovenia;V;780;Cancer Registry of Republic of Slovenia;https://www.onko-i.si/eng/crs/;Ljubljana;Epidemiology and Cancer Registry;Europe;SLOVENIA;Slovenia
REDECAN;N;781;Spanish Network of Cancer Registries;http://redecan.org/es/index.cfm;Reus;;Europe;SPAIN;Spain
IICC2 set;N;782;IICC-2 selection of registries;NULL;NULL;NULL;Europe;SPAIN;Spain
Spain_P;V;783;Spanish Registry of Childhood Tumours (RETI-SEHOP), UVEG;https://www.uv.es/rnti/;Valencia;ESQ4618001D;Europe;SPAIN;Spain
Spain  2 registries_P;N;995;SPA3V + SPA20 for IICC-3;NULL;NULL;NULL;Europe;SPAIN;Spain
Valencia_P;V;784;Childhood Cancer Registry of the Valencian Community. Cancer Information System of the Valencian Community;http://www.sp.san.gva.es/epidemiologia/cancer/;Valencia;Servicio de Estudios Epidemiológicos y Estadísticas Sanitarias;Europe;SPAIN;Spain
Spain 11 registries;N;996;ALB, AST, BAL, BAS, CAN, CUE, GIR, GRA, MUR, NAV & TAR for IICC3;NULL;NULL;NULL;Europe;SPAIN;Spain
Spain 7 registries;N;997;AST, BAS, GRA, MUR, NAV, TAR, VAL for IICC3;NULL;NULL;NULL;Europe;SPAIN;Spain
Spain 2 paediatric registries;N;1371;SPA20 + SPA3V for IICC-3 (formerly EUSPA31);NULL;NULL;NULL;Europe;SPAIN;Spain
Catalonia;N;785;Cancer Registry Unit of the Catalan Institute of Oncology;NULL;Barcelona;NULL;Europe;SPAIN;Spain
Albacete;V;786;Albacete Cancer Registry. Castile-La Mancha;http://redecan.org/es/page.cfm?id=92&title=registro-de-cancer-de-albacete;Albacete;Servicio de Epidemiología;Europe;SPAIN;Spain
Asturias;V;787;Asturias Cancer Registry;http://redecan.org/es/page.cfm?id=93&title=registro-de-tumores-del-principado-de-asturias;Oviedo;Sección de Información Sanitaria;Europe;SPAIN;Spain
Balears;V;788;Mallorca Cancer Registry;http://redecan.org/es/page.cfm?id=100&title=registre-de-c%C3%A0ncer-de-mallorca;Palma;Coordinació de la Estratègia de Càncer de les Illes Balears;Europe;SPAIN;Spain
Basque;V;789;Basque Country Cancer Registry;http://www.euskadi.eus/informazioa/minbiziaren-erregistroak/web01-a3regepi/eu/;Vitoria-Gasteiz;Osasun Saila/Departamento De Salud;Europe;SPAIN;Spain
Canary;V;790;Canary Islands Cancer Registry;http://redecan.org/es/page.cfm?id=109&title=registro-poblacional-de-cancer-de-la-comunidad-autonoma-de-canarias;Santa Cruz de Tenerife;Servicio de Epidemiología y Prevención;Europe;SPAIN;Spain
Cantabria;V;791;Cantabria Cancer Registry (R.T.C.);;Santander;Sección de Vigilancia Epidemiológica;Europe;SPAIN;Spain
Ciudad Real;U;792;Cancer Registry of Ciudad Real;NULL;13071;NULL;Europe;SPAIN;Spain
Cuenca;V;793;Cuenca Cancer Registry;http://redecan.org/es/page.cfm?id=96&title=registro-de-cancer-de-cuenca;Cuenca;"Seccion de Epidemiología, 
Dirección General de Salud Publica y Consumo";Europe;SPAIN;Spain
Girona;V;794;Girona Cancer Registry;http://redecan.org/es/page.cfm?id=103&title=registro-de-cancer-de-girona;Girona;;Europe;SPAIN;Spain
Granada;V;795;Granada Cancer Registry;http://www.cancergranada.org;Granada;NULL;Europe;SPAIN;Spain
Murcia;V;796;Murcia Cancer Registry;http://www.murciasalud.es/pagina.php?id=283163&idsec=1074;Murcia;Servicio de Epidemiología;Europe;SPAIN;Spain
Navarra;V;797;Navarra Cancer Registry;http://redecan.org/es/page.cfm?id=101&title=registro-de-cancer-de-navarra;Pamplona;Servicio de Epidemiología;Europe;SPAIN;Spain
La Rioja;V;798;La Rioja Cancer Registry;;Logroño;Consejería de Salud ;Europe;SPAIN;Spain
Tarragona;V;799;Tarragona Cancer Registry;http://www.epicancer.cat;Reus;;Europe;SPAIN;Spain
Valencia;N;800;Castellon Cancer Registry (Community of Valencia);www.sp.san.gva.es/epidemiologia/cancer/;Valencia;Servicio de Estudios Epidemiológicos y Estadísticas Sanitarias;Europe;SPAIN;Spain
Zaragoza;V;801;Zaragoza Cancer Registry;NULL;Zaragoza;Departamento de Salud, Consumo y Servicios Sociales - Gobierno de Aragón;Europe;SPAIN;Spain
Leukaemia;V;802;Hospital-based multicenter Spanish Registry of leukaemia;NULL;Madrid;NULL;Europe;SPAIN;Spain
Sweden;V;803;Swedish Cancer Registry;http://www.socialstyrelsen.se;Stockholm;Department of statistics and evaluation, Unit of statistics;Europe;SWEDEN;Sweden
Sweden_P;U;804;National Childhood Cancer Registry;NULL;Stockholm;"Childhood Cancer Epidemiology Group (CCEG)
Childhood Cancer Resarch Unit (CCRU)";Europe;SWEDEN;Sweden
Goteborg;V;805;Goteborg Cancer Registry;www.rccvast.se;Göteborg;;Europe;SWEDEN;Sweden
N Sweden;V;806;Regional Cancer Registry for Northern Sweden;http://www.registercentrumnorr.vll.se/;Umeå;NULL;Europe;SWEDEN;Sweden
SE Sweden;V;807;South East Sweden Cancer Registry;http://www.cancercentrum.se/sv/sydost/;Linköping;;Europe;SWEDEN;Sweden
S Sweden;V;808;Southern Swedish Regional Tumour Registry;;Lund;;Europe;SWEDEN;Sweden
Stockholm;V;809;Stockholm-Gotland Regional Tumour Registry;www.karolinska.se/sv/Karolinska-University-Hospital/;Stockholm;NULL;Europe;SWEDEN;Sweden
Uppsala;V;810;Uppsala Tumour Registry;www.roc.se/cancerreg/kontakt_cancerreg.asp;Uppsala;NULL;Europe;SWEDEN;Sweden
Switzerland;N;811;National Institute for Cancer Epidemiology and Registration Foundation (NICER);www.nicer.org;Zürich;NICER Coordination Center;Europe;SWITZERLAND;Switzerland
Switzerland_P;V;814;Swiss Childhood Cancer Registry (SCCR);http://childhoodcancerregistry.ch/;Bern;Department of Social and Preventive Medicine;Europe;SWITZERLAND;Switzerland
Switzerland 7 registries;N;998;FRI, GEN, NEU, TIC, VAL, VAU & ZUR for IICC3;NULL;NULL;NULL;Europe;SWITZERLAND;Switzerland
Switzerland 6 registries;N;999;BAS, GEN, NEU, SGA, VAU, ZUR for IICC3;NULL;NULL;NULL;Europe;SWITZERLAND;Switzerland
Ligue Suisse;I;816;Swiss Cancer League;www.swisscancer.ch;Bern;Scientific Office of Switzerland;Europe;SWITZERLAND;Switzerland
SPOG;N;812;Swiss Paediatric Oncology Group (SPOG) ;www.spog.ch/en.php/;Bern;Swiss Paediatric Oncology Group (SPOG);Europe;SWITZERLAND;Switzerland
SPOG - Lausanne Office;N;813;Swiss Pediatric Oncology Group (SPOG) Registry - Lausanne Office;NULL;Lausanne;Pediatric Department;Europe;SWITZERLAND;Switzerland
Roche;N;815;Roche;NULL;Basel;NULL;Europe;SWITZERLAND;Switzerland
Aargau;V;1477;Foundation Cancer Registry Aargau;http://krebsregister-aargau.ch;Aarau;NULL;Europe;SWITZERLAND;Switzerland
Basel;V;817;Basel Cancer Registry;www.medizinischedienste.bs.ch;Basel;Medizinische Dienste Referenz: Katharina Staehelin;Europe;SWITZERLAND;Switzerland
Fribourg;V;818;Fribourg Tumor Registry;https://fribourg.liguecancer.ch/;Fribourg;Ligue fribourgeoise contre le cancer;Europe;SWITZERLAND;Switzerland
Geneva;V;819;Geneva Cancer Registry;http://www.unige.ch/medecine/rgt/index.html;Geneva;Institute of Global Health;Europe;SWITZERLAND;Switzerland
Graubunden Glarus;V;820;Graubünden and Glarus Cancer Registry;www.ksgr.ch;Chur;;Europe;SWITZERLAND;Switzerland
Jura;N;821;Cancer Registry of Jura;;Neuchâtel;Department of Public Health;Europe;SWITZERLAND;Switzerland
Neuchatel;V;822;Neuchatel and Jura Cancer Registry;http://www.ne.ch/autorites/DFS/SCSP/prevention/Pages/Registre-des-tumeurs.aspx;Neuchatel;Public Health Department;Europe;SWITZERLAND;Switzerland
St Gallen Appenzell;V;823;Cancer Registry East Switzerland ;www.krebsregister.ch  ;St Gallen;;Europe;SWITZERLAND;Switzerland
Thurgau;U;824;Thurgau Cancer Registry;www.krtg.ch;Kreuzlingen;;Europe;SWITZERLAND;Switzerland
Ticino;V;825;Ticino Cancer Registry;www.ti.ch/tumori;Locarno;;Europe;SWITZERLAND;Switzerland
Valais;V;826;Valais Cancer Registry;https://www.ovs.ch/sante/registre-valaisan-tumeurs.html;Sion;;Europe;SWITZERLAND;Switzerland
Vaud;V;827;Vaud Cancer Registry;https://www.iumsp.ch/fr/rvt;Lausanne;Département Epidémiologie et systèmes de santé;Europe;SWITZERLAND;Switzerland
Zug;U;1068;Zug Cancer Registry;NULL;Zurich;"Wissenschaftliche Mitarbeiterin 
Cancer Registry Zurich and Zug";Europe;SWITZERLAND;Switzerland
Zurich;V;828;Cancer Registry Zurich and Zug;http://www.krebsregister.usz.ch/;Zurich;Referenz: Prof. Sabine Rohrmann;Europe;SWITZERLAND;Switzerland
Ukraine;V;829;National Cancer Registry of Ukraine;http://unci.org.ua/en/for-specialists/national-cancer-registry/;Kyiv;Department of Cancer Control with NCRU;Europe;UKRAINE;Ukraine
Donetsk_P;V;830;Childhood Cancer in the Donetsk Region;NULL;Donetsk;Department of Children Surgery;Europe;UKRAINE;Ukraine
Ukraine_P_HP;N;831;Ukrainian Centre of Paediatric Haematology;NULL;Kiev-60;NULL;Europe;UKRAINE;Ukraine
England;V;832;National Cancer Registration and Analysis Service (NCRAS);https://www.gov.uk/government/organisations/public-health-england;London;Chief Knowledge Officer;Europe;UNITED_KINGDOM;UK
EW_P;V;833;Childhood Cancer Research Group;NULL;Oxford;Richards Building;Europe;UNITED_KINGDOM;UK
Manchester_P;N;834;Manchester Children's Tumour Registry;NULL;Manchester;CRUK Paediatric & Familial Cancer Research Group;Europe;UNITED_KINGDOM;UK
Newcastle_P;N;835;Northern Region Childrens' and Young Persons' Malignant Disease Registry;NULL;Newcastle upon Tyne;Institute of Health and Society;Europe;UNITED_KINGDOM;UK
UK 11 registries;N;1000;UK: England + Wales+ Scotland + Northern Ireland for IICC3;NULL;NULL;NULL;Europe;UNITED_KINGDOM;UK
National Cancer Action Team;N;837;National Cancer Action Team;NULL;London;Dept of Palliative Care;Europe;UNITED_KINGDOM;UK
UK - Statistics;N;838;Office of National Statistics;www.ons.gov.uk or www.statistics.gov.uk/statbase/source.asp?vlnk=59&more=Y;Newport;NULL;Europe;UNITED_KINGDOM;UK
UK - NCIC;N;839;National Cancer Intelligence Centre;www.library.nhs.uk/Cancer/ViewResource.aspx?resID=95374;London;Office of National Statistics;Europe;UNITED_KINGDOM;UK
FIGO;N;840;International Federation of Gynecology and Obstetrics (FIGO);NULL;London;NULL;Europe;UNITED_KINGDOM;UK
Imperial Cancer Research Fund;N;841;Imperial Cancer Research Fund;NULL;London;Department of Mathematics, Statistics and Epidemiology;Europe;UNITED_KINGDOM;UK
MRC Biostatistics;N;842;MRC Biostatistics Unit;www.mrc-bsu.cam.ac.uk/Vacancies/WorkingattheBSU.html;Cambridge;NULL;Europe;UNITED_KINGDOM;UK
Dr Michel Coleman;I;1481;Dr Michel Coleman;NULL;London;Department of Non-Communicable Disease Epidemiology;Europe;UNITED_KINGDOM;UK
E England;N;843;National Cancer Registration Service (Eastern Office);www.ecric.nhs.uk;Cambridge;NULL;Europe;UNITED_KINGDOM;UK
